User_Location,Artisan_Location,Skill_Type,Availability,Scheduling_Preference,Artisan_Name
Kano,Kano,Photographer,Available,On-Demand,Oluwakemi Adebiyi
Kebbi,Kebbi,Caterer,Available,On-Demand,Oluwaseun Adegbola
Imo,Imo,Barber,Not Available,On-Demand,Sadiya Yusuf
Enugu,Enugu,Dressmaker,Not Available,Advance,Olufemi Ajayi
Anambra,Anambra,Event Planner,Not Available,Advance,Ifeoma Onyeka
Delta,Delta,Painter,Available,Advance,Olufemi Adeyemi
Yobe,Yobe,Plumber,Not Available,On-Demand,Aliyu Sani
Delta,Delta,Electrician,Available,On-Demand,Chukwudi Nwankwo
Yobe,Yobe,Caterer,Not Available,Advance,Oluwakemi Ogunlana
Zamfara,Zamfara,Plumber,Available,Advance,Uchechi Okeke
Imo,Imo,Event Planner,Not Available,Advance,Oluwakemi Adebiyi
Nasarawa,Nasarawa,Graphic Designer,Available,On-Demand,Olumide Adebiyi
Osun,Osun,Tiler,Not Available,Advance,Aliyu Abubakar
Ekiti,Ekiti,Interior Decorator,Available,On-Demand,Babatunde Ojo
Ekiti,Ekiti,Carpenter,Available,Advance,Obinna Eze
Bayelsa,Bayelsa,Event Planner,Not Available,On-Demand,Abubakar Sani
Benue,Benue,Gardener,Available,Advance,Sadiya Hassan
Kano,Kano,Interior Decorator,Available,Advance,Oluwakemi Ojo
Anambra,Anambra,Makeup Artist,Available,On-Demand,Chizoba Okafor
Ondo,Ondo,Barber,Available,On-Demand,Aisha Ibrahim
Enugu,Enugu,Electrician,Available,On-Demand,Chidinma Eze
Delta,Delta,Event Planner,Not Available,Advance,Chinonso Okafor
Edo,Edo,Furniture Maker,Available,Advance,Obinna Nwankwo
Anambra,Anambra,Shoe Cobbler,Not Available,Advance,Oluwaseun Adeyemi
Yobe,Yobe,Gardener,Available,On-Demand,Aisha Ibrahim
Plateau,Plateau,Painter,Not Available,On-Demand,Oluwatobi Adeyemi
Edo,Edo,Tailor,Not Available,On-Demand,Abubakar Ibrahim
Abia,Abia,Makeup Artist,Available,Advance,Umar Abubakar
Sokoto,Sokoto,Furniture Maker,Not Available,Advance,Chinonso Onyeka
Edo,Edo,Graphic Designer,Not Available,Advance,Uchechi Okoye
Plateau,Plateau,Dressmaker,Available,On-Demand,Ifeoma Okoye
Plateau,Plateau,Welder,Available,Advance,Babatunde Adegbola
Rivers,Rivers,Tiler,Available,On-Demand,Oluwakemi Ojo
Kaduna,Kaduna,Painter,Available,Advance,Aisha Ali
Delta,Delta,Interior Decorator,Available,Advance,Sadiya Sani
Gombe,Gombe,Caterer,Available,Advance,Obinna Eze
Abia,Abia,Shoe Cobbler,Available,Advance,Uchechi Nwankwo
Osun,Osun,Dressmaker,Not Available,On-Demand,Ifeoma Okeke
Zamfara,Zamfara,Tiler,Not Available,Advance,Umar Hassan
Borno,Borno,Hairdresser,Available,On-Demand,Oluwaseun Ogunleye
Yobe,Yobe,Electrician,Not Available,Advance,Abubakar Sani
Katsina,Katsina,Furniture Maker,Not Available,On-Demand,Aliyu Abubakar
Bayelsa,Bayelsa,Hairdresser,Available,On-Demand,Chinonso Okafor
Borno,Borno,Hairdresser,Available,Advance,Oluwakemi Ojo
Delta,Delta,Tailor,Not Available,Advance,Babatunde Ajayi
Zamfara,Zamfara,Mechanic,Available,On-Demand,Umar Ibrahim
Cross River,Cross River,Carpenter,Not Available,Advance,Oluwatobi Olawale
Borno,Borno,Mechanic,Not Available,Advance,Oluwaseun Ogunlana
Imo,Imo,Gardener,Available,On-Demand,Olumide Ojo
Zamfara,Zamfara,Shoe Cobbler,Available,Advance,Uchechi Okafor
Benue,Benue,Painter,Available,On-Demand,Yusuf Yusuf
Enugu,Enugu,Tiler,Not Available,Advance,Adetokunbo Adeyemi
Edo,Edo,Graphic Designer,Not Available,Advance,Nneka Okafor
Osun,Osun,Dressmaker,Not Available,On-Demand,Umar Umar
Enugu,Enugu,Painter,Not Available,On-Demand,Uchechi Ibe
Bayelsa,Bayelsa,Shoe Cobbler,Available,Advance,Adetokunbo Olawale
Ondo,Ondo,Carpenter,Not Available,On-Demand,Fatima Sani
Jigawa,Jigawa,Welder,Not Available,Advance,Umar Muhammad
Gombe,Gombe,Dressmaker,Available,Advance,Chidinma Onyeka
Benue,Benue,Shoe Cobbler,Available,Advance,Uchechi Okoye
Kaduna,Kaduna,Graphic Designer,Available,On-Demand,Adetokunbo Olawale
Enugu,Enugu,Tiler,Not Available,Advance,Nneka Nwankwo
Ondo,Ondo,Gardener,Available,On-Demand,Abubakar Hassan
Abia,Abia,Tailor,Available,On-Demand,Sadiya Muhammad
Gombe,Gombe,Mechanic,Available,On-Demand,Aisha Umar
Ogun,Ogun,Gardener,Available,Advance,Fatima Abubakar
Ebonyi,Ebonyi,Electrician,Not Available,On-Demand,Sadiya Sani
Enugu,Enugu,Barber,Not Available,On-Demand,Aisha Muhammad
Taraba,Taraba,Caterer,Available,On-Demand,Hauwa Umar
Enugu,Enugu,Welder,Available,Advance,Umar Yusuf
Lagos,Lagos,Hairdresser,Not Available,On-Demand,Obinna Okeke
Benue,Benue,Dressmaker,Not Available,On-Demand,Yusuf Muhammad
Ekiti,Ekiti,Mechanic,Not Available,Advance,Babatunde Adebiyi
Oyo,Oyo,Event Planner,Available,Advance,Abubakar Abubakar
Lagos,Lagos,Tailor,Not Available,Advance,Chizoba Nwankwo
Rivers,Rivers,Event Planner,Not Available,On-Demand,Aisha Sani
Lagos,Lagos,Graphic Designer,Not Available,Advance,Sadiya Hassan
Kaduna,Kaduna,Interior Decorator,Available,On-Demand,Oluwaseun Ogunleye
Bayelsa,Bayelsa,Carpenter,Available,On-Demand,Oluwatobi Ajayi
Sokoto,Sokoto,Electrician,Not Available,On-Demand,Olumide Adebiyi
Jigawa,Jigawa,Graphic Designer,Available,Advance,Chukwudi Eze
Gombe,Gombe,Plumber,Available,On-Demand,Aliyu Umar
Kaduna,Kaduna,Hairdresser,Available,On-Demand,Aisha Hassan
Sokoto,Sokoto,Photographer,Available,Advance,Chidinma Okafor
Sokoto,Sokoto,Dressmaker,Available,On-Demand,Fatima Umar
Adamawa,Adamawa,Plumber,Available,On-Demand,Chinonso Okafor
Sokoto,Sokoto,Photographer,Not Available,Advance,Fatima Muhammad
Ebonyi,Ebonyi,Hairdresser,Available,On-Demand,Umar Muhammad
Akwa Ibom,Akwa Ibom,Barber,Not Available,On-Demand,Oluwakemi Ogunleye
Bayelsa,Bayelsa,Interior Decorator,Not Available,Advance,Oluwatobi Adegbola
Kwara,Kwara,Carpenter,Not Available,Advance,Aisha Yusuf
Sokoto,Sokoto,Gardener,Available,Advance,Chukwudi Okeke
Osun,Osun,Gardener,Not Available,Advance,Obinna Okeke
Kebbi,Kebbi,Carpenter,Available,Advance,Yusuf Sani
Ebonyi,Ebonyi,Electrician,Not Available,On-Demand,Sadiya Muhammad
Ogun,Ogun,Tailor,Not Available,On-Demand,Uchechi Onyeka
Bauchi,Bauchi,Interior Decorator,Not Available,On-Demand,Ifeoma Onyeka
Delta,Delta,Photographer,Available,Advance,Olumide Ojo
Ebonyi,Ebonyi,Carpenter,Available,On-Demand,Uchechi Okoye
Taraba,Taraba,Painter,Available,On-Demand,Aliyu Ali
Rivers,Rivers,Tailor,Available,On-Demand,Olumide Adebiyi
Ondo,Ondo,Barber,Not Available,On-Demand,Oluwatobi Adeyemi
Kebbi,Kebbi,Graphic Designer,Available,Advance,Chidinma Okoye
Nasarawa,Nasarawa,Hairdresser,Not Available,On-Demand,Yusuf Umar
Delta,Delta,Tiler,Available,Advance,Adetokunbo Ojo
Abia,Abia,Photographer,Available,Advance,Obinna Ibe
Kwara,Kwara,Furniture Maker,Not Available,Advance,Oluwatoyin Ogunleye
Ogun,Ogun,Plumber,Available,On-Demand,Sadiya Ibrahim
Abia,Abia,Interior Decorator,Not Available,Advance,Chukwudi Ibe
Edo,Edo,Barber,Available,Advance,Olufemi Ogunlana
Ondo,Ondo,Hairdresser,Available,On-Demand,Uchechi Okeke
Nasarawa,Nasarawa,Electrician,Not Available,On-Demand,Oluwatoyin Ogunleye
Lagos,Lagos,Shoe Cobbler,Not Available,On-Demand,Sadiya Abubakar
Ondo,Ondo,Welder,Available,Advance,Aisha Sani
Borno,Borno,Photographer,Not Available,Advance,Babatunde Adeyemi
Benue,Benue,Caterer,Available,On-Demand,Obinna Okafor
Oyo,Oyo,Electrician,Not Available,Advance,Olumide Ogunleye
Kebbi,Kebbi,Makeup Artist,Not Available,Advance,Fatima Ibrahim
Kaduna,Kaduna,Barber,Available,On-Demand,Abubakar Muhammad
Niger,Niger,Interior Decorator,Available,Advance,Ifeoma Okeke
Kogi,Kogi,Caterer,Not Available,Advance,Chizoba Nwankwo
Gombe,Gombe,Welder,Not Available,Advance,Olufemi Ojo
Anambra,Anambra,Plumber,Available,On-Demand,Babatunde Adeyemi
Abia,Abia,Dressmaker,Available,Advance,Adetokunbo Ajayi
Ebonyi,Ebonyi,Caterer,Available,Advance,Sadiya Hassan
Nasarawa,Nasarawa,Gardener,Not Available,Advance,Oluwaseun Adegbola
Enugu,Enugu,Plumber,Not Available,Advance,Ifeoma Okeke
Abia,Abia,Dressmaker,Available,On-Demand,Umar Muhammad
Borno,Borno,Tailor,Available,Advance,Yusuf Ali
Nasarawa,Nasarawa,Makeup Artist,Not Available,On-Demand,Hauwa Yusuf
Edo,Edo,Photographer,Available,On-Demand,Babatunde Ogunleye
Osun,Osun,Graphic Designer,Not Available,Advance,Chinonso Nwankwo
Kaduna,Kaduna,Photographer,Not Available,On-Demand,Chukwudi Ibe
Taraba,Taraba,Welder,Available,On-Demand,Fatima Ibrahim
Imo,Imo,Welder,Not Available,Advance,Sadiya Ibrahim
Oyo,Oyo,Barber,Not Available,On-Demand,Oluwakemi Ajayi
Oyo,Oyo,Makeup Artist,Available,On-Demand,Chinonso Ibe
Niger,Niger,Tiler,Not Available,On-Demand,Adetokunbo Adegbola
Osun,Osun,Interior Decorator,Available,Advance,Chizoba Okoye
Delta,Delta,Photographer,Available,Advance,Fatima Umar
Bauchi,Bauchi,Photographer,Not Available,On-Demand,Chidinma Okeke
Kogi,Kogi,Painter,Not Available,Advance,Chidinma Nwankwo
Nasarawa,Nasarawa,Event Planner,Available,Advance,Olumide Adeyemi
Enugu,Enugu,Makeup Artist,Not Available,Advance,Chinonso Okafor
Anambra,Anambra,Carpenter,Not Available,Advance,Aliyu Abubakar
Edo,Edo,Gardener,Not Available,Advance,Chukwudi Onyeka
Bauchi,Bauchi,Furniture Maker,Not Available,On-Demand,Chizoba Okeke
Taraba,Taraba,Event Planner,Available,Advance,Olumide Ogunlana
Akwa Ibom,Akwa Ibom,Electrician,Not Available,On-Demand,Aliyu Ali
Jigawa,Jigawa,Photographer,Not Available,On-Demand,Chizoba Eze
Lagos,Lagos,Tiler,Not Available,Advance,Chinonso Okafor
Ogun,Ogun,Painter,Not Available,Advance,Aisha Abubakar
Lagos,Lagos,Caterer,Available,Advance,Oluwaseun Adeyemi
Borno,Borno,Photographer,Available,On-Demand,Hauwa Ali
Niger,Niger,Tailor,Not Available,On-Demand,Babatunde Ajayi
Ondo,Ondo,Carpenter,Not Available,Advance,Olumide Ogunlana
Ogun,Ogun,Interior Decorator,Not Available,On-Demand,Umar Sani
Ekiti,Ekiti,Electrician,Available,Advance,Umar Muhammad
Yobe,Yobe,Tiler,Not Available,On-Demand,Oluwaseun Olawale
Bauchi,Bauchi,Photographer,Not Available,On-Demand,Umar Hassan
Adamawa,Adamawa,Event Planner,Not Available,Advance,Uchechi Okafor
Rivers,Rivers,Furniture Maker,Not Available,On-Demand,Aliyu Umar
Bauchi,Bauchi,Painter,Available,Advance,Chinonso Nwankwo
Taraba,Taraba,Furniture Maker,Available,Advance,Oluwatoyin Adeyemi
Kogi,Kogi,Barber,Available,Advance,Olumide Olawale
Abia,Abia,Painter,Available,On-Demand,Sadiya Hassan
Bauchi,Bauchi,Graphic Designer,Available,Advance,Chinonso Eze
Borno,Borno,Shoe Cobbler,Available,On-Demand,Aliyu Sani
Nasarawa,Nasarawa,Hairdresser,Not Available,On-Demand,Uchechi Okafor
Oyo,Oyo,Graphic Designer,Not Available,On-Demand,Ifeoma Okoye
Osun,Osun,Caterer,Available,Advance,Adetokunbo Adegbola
Kwara,Kwara,Graphic Designer,Not Available,Advance,Oluwakemi Adebiyi
Nasarawa,Nasarawa,Makeup Artist,Not Available,On-Demand,Chidinma Okafor
Kaduna,Kaduna,Plumber,Available,On-Demand,Sadiya Ali
Enugu,Enugu,Event Planner,Available,On-Demand,Sadiya Abubakar
Edo,Edo,Barber,Not Available,Advance,Hauwa Hassan
Akwa Ibom,Akwa Ibom,Caterer,Available,Advance,Chidinma Okafor
Bayelsa,Bayelsa,Graphic Designer,Not Available,Advance,Sadiya Muhammad
Borno,Borno,Hairdresser,Available,Advance,Oluwatobi Ogunlana
Rivers,Rivers,Graphic Designer,Not Available,Advance,Nneka Okafor
Sokoto,Sokoto,Tailor,Available,Advance,Olufemi Adeyemi
Gombe,Gombe,Graphic Designer,Not Available,On-Demand,Chidinma Nwankwo
Nasarawa,Nasarawa,Hairdresser,Available,Advance,Uchechi Ibe
Imo,Imo,Plumber,Available,Advance,Adetokunbo Adebiyi
Ogun,Ogun,Photographer,Available,Advance,Sadiya Hassan
Delta,Delta,Plumber,Available,On-Demand,Umar Ibrahim
Kano,Kano,Event Planner,Not Available,On-Demand,Olufemi Adegbola
Bauchi,Bauchi,Photographer,Not Available,Advance,Chukwudi Okoye
Rivers,Rivers,Electrician,Not Available,Advance,Ifeoma Onyeka
Bayelsa,Bayelsa,Tailor,Not Available,On-Demand,Abubakar Abubakar
Kwara,Kwara,Tiler,Not Available,Advance,Aliyu Umar
Sokoto,Sokoto,Mechanic,Not Available,Advance,Nneka Eze
Gombe,Gombe,Tailor,Available,Advance,Chinonso Onyeka
Niger,Niger,Electrician,Not Available,Advance,Chinonso Onyeka
Yobe,Yobe,Mechanic,Not Available,On-Demand,Chidinma Okeke
Osun,Osun,Hairdresser,Available,Advance,Olumide Ajayi
Lagos,Lagos,Dressmaker,Not Available,On-Demand,Obinna Onyeka
Abia,Abia,Carpenter,Not Available,Advance,Uchechi Ibe
Plateau,Plateau,Furniture Maker,Not Available,Advance,Obinna Ibe
Kano,Kano,Makeup Artist,Available,Advance,Olumide Adegbola
Benue,Benue,Plumber,Not Available,Advance,Olufemi Adebiyi
Benue,Benue,Tailor,Not Available,On-Demand,Abubakar Ibrahim
Abia,Abia,Barber,Available,On-Demand,Chukwudi Okafor
Lagos,Lagos,Electrician,Available,On-Demand,Chizoba Okafor
Yobe,Yobe,Welder,Available,On-Demand,Oluwaseun Olawale
Edo,Edo,Plumber,Not Available,Advance,Olufemi Adebiyi
Ogun,Ogun,Furniture Maker,Not Available,Advance,Umar Umar
Niger,Niger,Mechanic,Available,Advance,Chidinma Okeke
Katsina,Katsina,Furniture Maker,Not Available,On-Demand,Obinna Okafor
Benue,Benue,Makeup Artist,Not Available,On-Demand,Yusuf Umar
Edo,Edo,Makeup Artist,Not Available,On-Demand,Aisha Ibrahim
Ondo,Ondo,Dressmaker,Available,Advance,Uchechi Okoye
Abia,Abia,Electrician,Not Available,Advance,Aisha Yusuf
Anambra,Anambra,Electrician,Not Available,On-Demand,Babatunde Olawale
Abia,Abia,Caterer,Available,Advance,Fatima Umar
Bauchi,Bauchi,Gardener,Not Available,Advance,Obinna Onyeka
Lagos,Lagos,Makeup Artist,Not Available,On-Demand,Yusuf Yusuf
Plateau,Plateau,Plumber,Available,On-Demand,Chizoba Okoye
Yobe,Yobe,Hairdresser,Not Available,On-Demand,Chizoba Okafor
Akwa Ibom,Akwa Ibom,Makeup Artist,Available,On-Demand,Obinna Ibe
Bauchi,Bauchi,Hairdresser,Available,Advance,Abubakar Umar
Delta,Delta,Gardener,Available,On-Demand,Chinonso Okeke
Sokoto,Sokoto,Barber,Not Available,Advance,Oluwatobi Ajayi
Osun,Osun,Hairdresser,Available,On-Demand,Nneka Nwankwo
Nasarawa,Nasarawa,Event Planner,Available,Advance,Uchechi Okafor
Kano,Kano,Carpenter,Available,Advance,Oluwatoyin Olawale
Abia,Abia,Caterer,Available,On-Demand,Uchechi Okoye
Osun,Osun,Painter,Not Available,On-Demand,Hauwa Ali
Oyo,Oyo,Gardener,Available,Advance,Oluwatoyin Ajayi
Sokoto,Sokoto,Shoe Cobbler,Not Available,On-Demand,Oluwatoyin Adebiyi
Anambra,Anambra,Interior Decorator,Available,Advance,Chukwudi Okafor
Rivers,Rivers,Electrician,Available,Advance,Oluwakemi Olawale
Akwa Ibom,Akwa Ibom,Tiler,Not Available,On-Demand,Oluwaseun Ogunleye
Gombe,Gombe,Makeup Artist,Not Available,Advance,Umar Muhammad
Abia,Abia,Mechanic,Available,On-Demand,Yusuf Umar
Edo,Edo,Plumber,Available,Advance,Olumide Adebiyi
Bayelsa,Bayelsa,Carpenter,Not Available,Advance,Oluwaseun Ogunleye
Enugu,Enugu,Carpenter,Not Available,On-Demand,Aliyu Hassan
Anambra,Anambra,Shoe Cobbler,Not Available,On-Demand,Abubakar Ibrahim
Enugu,Enugu,Caterer,Not Available,Advance,Olumide Ojo
Imo,Imo,Electrician,Not Available,Advance,Oluwatoyin Ogunleye
Ebonyi,Ebonyi,Painter,Available,Advance,Oluwatoyin Olawale
Yobe,Yobe,Tiler,Not Available,Advance,Sadiya Muhammad
Oyo,Oyo,Painter,Available,On-Demand,Chidinma Nwankwo
Kogi,Kogi,Furniture Maker,Available,On-Demand,Oluwaseun Ogunlana
Anambra,Anambra,Event Planner,Available,On-Demand,Chizoba Okeke
Kano,Kano,Tailor,Not Available,Advance,Abubakar Abubakar
Sokoto,Sokoto,Mechanic,Not Available,On-Demand,Chukwudi Onyeka
Bauchi,Bauchi,Dressmaker,Available,On-Demand,Yusuf Sani
Nasarawa,Nasarawa,Mechanic,Not Available,Advance,Nneka Eze
Bauchi,Bauchi,Mechanic,Available,Advance,Uchechi Ibe
Plateau,Plateau,Event Planner,Available,On-Demand,Abubakar Yusuf
Imo,Imo,Mechanic,Not Available,On-Demand,Aisha Sani
Kebbi,Kebbi,Plumber,Not Available,Advance,Nneka Okoye
Benue,Benue,Welder,Available,Advance,Umar Muhammad
Ogun,Ogun,Electrician,Available,Advance,Ifeoma Ibe
Yobe,Yobe,Plumber,Available,On-Demand,Oluwakemi Ojo
Jigawa,Jigawa,Furniture Maker,Available,On-Demand,Umar Hassan
Bauchi,Bauchi,Gardener,Not Available,On-Demand,Nneka Okoye
Jigawa,Jigawa,Photographer,Not Available,On-Demand,Chukwudi Nwankwo
Anambra,Anambra,Barber,Not Available,On-Demand,Chinonso Okafor
Edo,Edo,Hairdresser,Not Available,On-Demand,Uchechi Okoye
Abia,Abia,Photographer,Available,Advance,Aliyu Muhammad
Akwa Ibom,Akwa Ibom,Caterer,Not Available,Advance,Hauwa Umar
Bayelsa,Bayelsa,Shoe Cobbler,Available,On-Demand,Aisha Hassan
Ondo,Ondo,Plumber,Not Available,On-Demand,Uchechi Okafor
Bayelsa,Bayelsa,Carpenter,Available,Advance,Babatunde Ojo
Delta,Delta,Barber,Not Available,Advance,Nneka Okeke
Taraba,Taraba,Tailor,Available,Advance,Olufemi Ogunlana
Katsina,Katsina,Furniture Maker,Not Available,On-Demand,Nneka Ibe
Cross River,Cross River,Gardener,Not Available,On-Demand,Adetokunbo Adeyemi
Delta,Delta,Event Planner,Available,Advance,Adetokunbo Adeyemi
Ebonyi,Ebonyi,Photographer,Not Available,On-Demand,Oluwakemi Ogunleye
Akwa Ibom,Akwa Ibom,Tiler,Available,On-Demand,Abubakar Ali
Adamawa,Adamawa,Interior Decorator,Available,Advance,Oluwaseun Adebiyi
Borno,Borno,Barber,Available,On-Demand,Babatunde Ojo
Gombe,Gombe,Shoe Cobbler,Available,On-Demand,Aisha Umar
Sokoto,Sokoto,Tailor,Available,On-Demand,Babatunde Olawale
Osun,Osun,Makeup Artist,Available,Advance,Chinonso Onyeka
Lagos,Lagos,Dressmaker,Not Available,Advance,Umar Ali
Abia,Abia,Painter,Not Available,Advance,Umar Sani
Nasarawa,Nasarawa,Plumber,Available,On-Demand,Olufemi Adebiyi
Imo,Imo,Graphic Designer,Not Available,Advance,Oluwakemi Ogunlana
Ogun,Ogun,Tiler,Not Available,On-Demand,Olufemi Ajayi
Ondo,Ondo,Mechanic,Available,On-Demand,Nneka Eze
Ogun,Ogun,Caterer,Available,On-Demand,Hauwa Yusuf
Akwa Ibom,Akwa Ibom,Welder,Available,Advance,Oluwaseun Ajayi
Niger,Niger,Dressmaker,Available,On-Demand,Nneka Okeke
Borno,Borno,Tailor,Not Available,On-Demand,Babatunde Adebiyi
Taraba,Taraba,Welder,Available,On-Demand,Obinna Okoye
Edo,Edo,Furniture Maker,Not Available,On-Demand,Oluwatobi Ojo
Adamawa,Adamawa,Graphic Designer,Available,Advance,Oluwakemi Ogunlana
Benue,Benue,Carpenter,Not Available,Advance,Umar Yusuf
Kebbi,Kebbi,Carpenter,Available,Advance,Oluwakemi Olawale
Bauchi,Bauchi,Hairdresser,Not Available,Advance,Obinna Okafor
Borno,Borno,Furniture Maker,Available,On-Demand,Babatunde Olawale
Ogun,Ogun,Event Planner,Available,On-Demand,Fatima Ibrahim
Ekiti,Ekiti,Gardener,Available,Advance,Ifeoma Okoye
Gombe,Gombe,Tailor,Not Available,Advance,Yusuf Muhammad
Kano,Kano,Photographer,Not Available,Advance,Chukwudi Onyeka
Enugu,Enugu,Furniture Maker,Available,Advance,Babatunde Adegbola
Nasarawa,Nasarawa,Plumber,Not Available,On-Demand,Oluwakemi Adegbola
Ekiti,Ekiti,Shoe Cobbler,Not Available,Advance,Oluwakemi Ogunlana
Ondo,Ondo,Barber,Not Available,On-Demand,Uchechi Okeke
Benue,Benue,Barber,Available,On-Demand,Fatima Hassan
Osun,Osun,Electrician,Available,Advance,Babatunde Adebiyi
Nasarawa,Nasarawa,Barber,Available,Advance,Aisha Sani
Edo,Edo,Dressmaker,Not Available,Advance,Aliyu Abubakar
Sokoto,Sokoto,Painter,Available,Advance,Aliyu Abubakar
Ebonyi,Ebonyi,Event Planner,Available,Advance,Adetokunbo Ojo
Oyo,Oyo,Caterer,Available,Advance,Yusuf Muhammad
Sokoto,Sokoto,Event Planner,Not Available,Advance,Yusuf Umar
Gombe,Gombe,Dressmaker,Not Available,Advance,Ifeoma Okafor
Adamawa,Adamawa,Carpenter,Available,Advance,Sadiya Umar
Kwara,Kwara,Welder,Available,Advance,Olufemi Ogunleye
Kogi,Kogi,Carpenter,Not Available,On-Demand,Abubakar Umar
Anambra,Anambra,Barber,Not Available,Advance,Oluwatobi Adebiyi
Ogun,Ogun,Tailor,Available,On-Demand,Aliyu Umar
Borno,Borno,Makeup Artist,Not Available,On-Demand,Sadiya Muhammad
Jigawa,Jigawa,Gardener,Available,Advance,Fatima Abubakar
Akwa Ibom,Akwa Ibom,Mechanic,Not Available,Advance,Chinonso Okoye
Benue,Benue,Makeup Artist,Available,Advance,Chizoba Onyeka
Imo,Imo,Photographer,Available,On-Demand,Nneka Ibe
Kogi,Kogi,Photographer,Not Available,Advance,Adetokunbo Ajayi
Kaduna,Kaduna,Mechanic,Not Available,Advance,Oluwakemi Adegbola
Kaduna,Kaduna,Hairdresser,Not Available,Advance,Chukwudi Ibe
Imo,Imo,Interior Decorator,Not Available,On-Demand,Chinonso Okafor
Kano,Kano,Electrician,Not Available,Advance,Aliyu Yusuf
Lagos,Lagos,Electrician,Available,Advance,Hauwa Umar
Enugu,Enugu,Shoe Cobbler,Not Available,On-Demand,Oluwaseun Ajayi
Adamawa,Adamawa,Tailor,Available,Advance,Ifeoma Okafor
Ogun,Ogun,Interior Decorator,Not Available,On-Demand,Aisha Abubakar
Lagos,Lagos,Plumber,Not Available,On-Demand,Uchechi Okafor
Rivers,Rivers,Dressmaker,Available,On-Demand,Abubakar Abubakar
Abia,Abia,Dressmaker,Not Available,On-Demand,Aisha Ibrahim
Zamfara,Zamfara,Barber,Not Available,On-Demand,Obinna Okafor
Abia,Abia,Caterer,Not Available,On-Demand,Hauwa Yusuf
Sokoto,Sokoto,Makeup Artist,Available,Advance,Umar Umar
Akwa Ibom,Akwa Ibom,Event Planner,Not Available,Advance,Chinonso Okafor
Benue,Benue,Tailor,Not Available,Advance,Aisha Muhammad
Bayelsa,Bayelsa,Photographer,Available,On-Demand,Nneka Okoye
Ogun,Ogun,Mechanic,Not Available,On-Demand,Obinna Onyeka
Delta,Delta,Electrician,Available,Advance,Oluwakemi Adeyemi
Nasarawa,Nasarawa,Carpenter,Not Available,On-Demand,Oluwatobi Ogunleye
Delta,Delta,Carpenter,Available,Advance,Chinonso Onyeka
Kebbi,Kebbi,Makeup Artist,Available,Advance,Sadiya Hassan
Cross River,Cross River,Carpenter,Not Available,Advance,Abubakar Muhammad
Abia,Abia,Photographer,Available,On-Demand,Chukwudi Okafor
Ogun,Ogun,Gardener,Available,On-Demand,Oluwatobi Adebiyi
Jigawa,Jigawa,Tailor,Not Available,On-Demand,Oluwakemi Ogunlana
Ekiti,Ekiti,Tailor,Available,On-Demand,Chinonso Okoye
Taraba,Taraba,Tiler,Available,On-Demand,Chidinma Ibe
Abia,Abia,Makeup Artist,Available,On-Demand,Obinna Okoye
Kebbi,Kebbi,Gardener,Available,Advance,Chidinma Nwankwo
Kano,Kano,Barber,Available,Advance,Babatunde Adegbola
Kano,Kano,Graphic Designer,Not Available,On-Demand,Aliyu Yusuf
Borno,Borno,Painter,Available,On-Demand,Oluwatoyin Adeyemi
Kaduna,Kaduna,Barber,Available,Advance,Chidinma Okeke
Sokoto,Sokoto,Gardener,Available,On-Demand,Oluwatobi Adegbola
Kogi,Kogi,Event Planner,Not Available,On-Demand,Abubakar Ali
Niger,Niger,Furniture Maker,Available,Advance,Olumide Olawale
Edo,Edo,Tailor,Available,Advance,Adetokunbo Ojo
Osun,Osun,Caterer,Available,On-Demand,Chukwudi Okeke
Taraba,Taraba,Makeup Artist,Not Available,Advance,Olumide Adegbola
Akwa Ibom,Akwa Ibom,Barber,Available,Advance,Aliyu Sani
Ogun,Ogun,Tiler,Not Available,Advance,Chizoba Eze
Ogun,Ogun,Carpenter,Not Available,Advance,Chidinma Okafor
Bayelsa,Bayelsa,Electrician,Not Available,On-Demand,Nneka Okafor
Enugu,Enugu,Hairdresser,Available,Advance,Obinna Eze
Kogi,Kogi,Furniture Maker,Not Available,On-Demand,Adetokunbo Ajayi
Benue,Benue,Carpenter,Not Available,On-Demand,Chukwudi Okafor
Kebbi,Kebbi,Plumber,Available,On-Demand,Oluwakemi Ajayi
Jigawa,Jigawa,Gardener,Not Available,Advance,Abubakar Ali
Edo,Edo,Dressmaker,Available,Advance,Obinna Ibe
Kano,Kano,Gardener,Available,Advance,Babatunde Adegbola
Taraba,Taraba,Tailor,Not Available,On-Demand,Oluwatobi Adegbola
Bayelsa,Bayelsa,Welder,Available,Advance,Aisha Hassan
Nasarawa,Nasarawa,Caterer,Not Available,On-Demand,Umar Muhammad
Anambra,Anambra,Event Planner,Available,On-Demand,Oluwatoyin Olawale
Abia,Abia,Electrician,Not Available,Advance,Oluwatoyin Olawale
Taraba,Taraba,Dressmaker,Available,On-Demand,Oluwaseun Ojo
Anambra,Anambra,Welder,Not Available,On-Demand,Adetokunbo Ogunlana
Anambra,Anambra,Mechanic,Not Available,Advance,Fatima Hassan
Ebonyi,Ebonyi,Barber,Available,On-Demand,Adetokunbo Ojo
Ogun,Ogun,Carpenter,Available,Advance,Olufemi Ajayi
Bauchi,Bauchi,Plumber,Available,On-Demand,Abubakar Sani
Niger,Niger,Hairdresser,Not Available,Advance,Olumide Adebiyi
